Technische Raunmummer unten auf dem Glas;Bauteil Leitsystem auf dem Glas;Text erste Zeile (fett) -> MetaBoldRoman 36 fett;Text zweite Zeile  -> MetaNormalRoman 32Ausnahme: Dienstzimmer: MetaBoldRoman 32 fett ;Text dritte Zeile (leicht) -> MetaNormalRoman 32 nicht fett;Ebene auf dem Glas;Style ;leitende Raumnummerklein oben rechts;leitende Raumnummergroß in der Mitte;PiktogrammTürschild;Zusätzlicher Text oder Nummerauf dem Türblatt
6420.02.553A;E;;EG Müllel;;2;;;;;
6420.02.555;E;Station E2;Patientenzimmer;;2;Style 2;;213;;
6420.02.555A;E;;EG Müllel;;2;;;;;
6420.02.556;E;Station E2;Patientenzimmer;;2;Style 2;;214;;
6420.02.556A;E;;EG Müllel;;2;;;;;
6420.02.558;E;Station E2;Patientenzimmer;;2;Style 2;;215;;
6420.02.558A;E;;EG Müllel;;2;;;;;
6420.02.559;E;Station E2;Patientenzimmer;;2;Style 2;;216;;
6420.02.559A;E;;EG Müllel;;2;;;;;
6420.02.561;E;Station E2;Patientenzimmer;;2;Style 2;;217;;
6420.02.561A;E;;EG Müllel;;2;;;;;
6420.02.562;E;Station E2;Patientenzimmer;;2;Style 2;;218;;
6420.02.562A;E;;EG Müllel;;2;;;;;
6420.02.564;E;Station E2;Patientenzimmer;;2;Style 2;;219;;
6420.02.564A;E;;EG Müllel;;2;;;;;
6420.02.565;E;Station E2;Patientenzimmer;;2;Style 2;;220;;
6420.02.565A;E;;EG Müllel;;2;;;;;
6420.02.566;E;Station E2;Patientenzimmer;;2;Style 2;;221;;
6420.02.566A;E;;EG Müllel;;2;;;;;
6420.02.568;E;Station E2;Patientenzimmer;;2;Style 2;;222;;
6420.02.568A;E;;EG Müllel;;2;;;;;
6420.02.600;F;Service;Küche;;2;Style 1;600;;;
6420.02.600;F;Service;Küche;;2;Style 1;600;;;
6420.02.604;F;Station F2;Behandlung;;2;Style 2;;B 1;;
6420.02.605;F;Station F2;Behandlung;;2;Style 2;;B 2;;
6420.02.607;F;Herzchirurgie;Stationsärzte;;2;Style 1;607;;;
6420.02.608;F;Herzchirurgie;Stationsärzte;;2;Style 1;608;;;
6420.02.610;F;AWT;FG Müller;;2;Style 1;610;;;
6420.02.613;F;Reinigung;FG Müller;;2;Style 1;613;;;
6420.02.614;F;WC Personal;Herren;;2;Style 3;614;;P_H;
6420.02.615;F;WC Personal;Damen;;2;Style 3;615;;P_D;
6420.02.616;F;Station F2;Patientenzimmer;;2;Style 2;;231;;
6420.02.616A;F;;FG Müller;;2;;;;;
6420.02.618;F;Station F2;Patientenzimmer;;2;Style 2;;232;;
6420.02.618A;F;;FG Müller;;2;;;;;
6420.02.619;F;Station F2;Patientenzimmer;;2;Style 2;;233;;
6420.02.619A;F;;FG Müller;;2;;;;;
6420.02.621;F;Station F2;Patientenzimmer;;2;Style 2;;234;;
6420.02.621A;F;;FG Müller;;2;;;;;
6420.02.622;F;Station F2;Patientenzimmer;;2;Style 2;;235;;
6420.02.622A;F;;FG Müller;;2;;;;;
6420.02.624;F;Station F2;Patientenzimmer;;2;Style 2;;236;;
6420.02.624A;F;;FG Müller;;2;;;;;
6420.02.625;F;Station F2;Patientenzimmer;;2;Style 2;;237;;
6420.02.625A;F;;FG Müller;;2;;;;;
6420.02.627;F;Station F2;Patientenzimmer;;2;Style 2;;238;;
6420.02.627A;F;;FG Müller;;2;;;;;
6420.02.628;F;Station F2;Patientenzimmer;;2;Style 2;;239;;
6420.02.628A;F;;FG Müller;;2;;;;;
6420.02.629;F;Station F2;Patientenzimmer;;2;Style 2;;240;;
6420.02.629A;F;;FG Müller;;2;;;;;
6420.02.631;F;Station F2;Patientenzimmer;;2;Style 2;;241;;
6420.02.631A;F;;FG Müller;;2;;;;;
6420.02.633;F;Personal;FG Müller;;2;Style 1;633;;;
6420.02.635;F;Herzchirurgie;Stationsleitung;;2;Style 1;635;;;
6420.02.637;F;Station F2;Stützpunkt;;2;Style 1;637;;;
6420.02.637;F;Station F2;Stützpunkt;;2;Style 1;637;;;
6420.02.637A;F;;FG Müller;;2;;;;;
6420.02.637B;F;;FG Müllel;;2;;;;;
6420.02.640;F;Arbeitsraum rein;FG Müller;;2;Style 1;640;;;
6420.02.640;F;Arbeitsraum rein;FG Müllel;;2;Style 1;640;;;
6420.02.642;F;Arbeitsraum unrein;FG Müller;;2;Style 1;642;;;
6420.02.642;F;Arbeitsraum unrein;FG Müllel;;2;Style 1;642;;;
6420.02.644;F;Lager;med. Bedarf;;2;Style 2;;2;;
6420.02.644;F;Lager;med. Bedarf;;2;Style 2;;2;;
6420.02.646;F;Abstellraum;Geräte;;2;Style 2;;2;;
6420.02.646;F;Abstellraum;Geräte;;2;Style 2;;2;;
6420.02.648;F;Station F2;Patientenlounge;;2;Style 1;648;;;
6420.02.648;F;Station F2;Patientenlounge;;2;Style 1;648;;;
6420.02.651;F;WC;Damen;;2;Style 3;651;;P_D;P_D
6420.02.652;F;WC;Herren;;2;Style 3;652;;P_H;P_H
6420.02.653;F;Station F2;Patientenzimmer;;2;Style 2;;242;;
6420.02.653A;F;;FG Müllel;;2;;;;;
6420.02.655;F;Station F2;Patientenzimmer;;2;Style 2;;243;;
6420.02.655A;F;;FG Müllel;;2;;;;;
6420.02.656;F;Station F2;Patientenzimmer;;2;Style 2;;244;;
6420.02.656A;F;;FG Müllel;;2;;;;;
6420.02.658;F;Station F2;Patientenzimmer;;2;Style 2;;245;;
6420.02.658A;F;;FG Müllel;;2;;;;;
6420.02.659;F;Station F2;Patientenzimmer;;2;Style 2;;246;;
6420.02.659A;F;;FG Müllel;;2;;;;;
6420.02.661;F;Station F2;Patientenzimmer;;2;Style 2;;247;;
6420.02.661A;F;;FG Müllel;;2;;;;;
6420.02.662;F;Station F2;Patientenzimmer;;2;Style 2;;248;;
6420.02.662A;F;;FG Müllel;;2;;;;;
6420.02.664;F;Station F2;Patientenzimmer;;2;Style 2;;249;;
6420.02.664A;F;;FG Müllel;;2;;;;;
6420.02.665;F;Station F2;Patientenzimmer;;2;Style 2;;250;;
6420.02.665A;F;;FG Müllel;;2;;;;;
6420.02.666;F;Station F2;Patientenzimmer;;2;Style 2;;251;;
6420.02.666A;F;;FG Müllel;;2;;;;;
6420.02.668;F;Station F2;Patientenzimmer;;2;Style 2;;252;;
6420.02.668A;F;;FG Müllel;;2;;;;;
6420.02.710;A;;AG Müllel;;2;;;;;
6420.02.712;A;Technik;EDV;;2;Style 1;712;;;
6420.02.718;A;;AG Müllel;;2;;;;;
6420.02.720;A;;AG Müllel;;2;;;;;
6420.02.721;A;;AG Müller;;2;;;;;
6420.02.750;A;Technik;HLS;;2;Style 1;750;;;
6420.02.751;A;Technik;SV;;2;Style 1;751;;;
6420.02.752;A;Technik;AV;;2;Style 1;752;;;
6420.02.753;B;;B2G Müller;;2;;;;;
6420.02.755;B;;B2G Müllel;;2;;;;;
6420.02.756;B;;B2G Müller;;2;;;;;
6420.02.757;B;Technik;SV;;2;Style 1;757;;;
6420.02.757A;B;;B2G Müllel;;2;;;;;
6420.02.758;B;;B2G Müller;;2;;;;;
6420.02.759;B;Technik;EDV;;2;Style 1;759;;;
6420.02.761;C;Technik;SV;;2;Style 1;761;;;
6420.02.761A;C;;C2G Müllel;;2;;;;;
6420.02.762;C;;C2G Müllel;;2;;;;;
6420.02.763;C;;C2G Müller;;2;;;;;
6420.02.765;C;;C2G Müllel;;2;;;;;
6420.02.766;C;;C2G Müllel;;2;;;;;
6420.02.767;A;;A2G Müllel;;2;;;;;
6420.02.768;A;;A2G Müller;;2;;;;;
6420.02.776;E;;EG Müller;;2;;;;;
6420.02.777;E;;EG Müller;;2;;;;;
6420.02.778;E;Technik;EDV;;2;Style 1;778;;;
6420.02.779;E;;EG Müllel;;2;;;;;
6420.02.780;E;;EG Müller;;2;;;;;
6420.02.781;E;;EG Müllel;;2;;;;;
6420.02.782;E;;EG Müllel;;2;;;;;
6420.02.785;E;;EG Müller;;2;;;;;
6420.02.787;F;;FG Müller;;2;;;;;
6420.02.788;F;;FG Müller;;2;;;;;
6420.02.789;F;;FG Müller;;2;;;;;
6420.02.790;F;;FG Müller;;2;;;;;
6420.02.791;F;;FG Müller;;2;;;;;
6420.02.792;F;;FG Müllel;;2;;;;;
6420.02.793;F;Technik;FG Müllel;;2;Style 1;793;;;
6420.02.795;F;;FG Müllel;;2;;;;;
6420.02.800;A;;AG Müllel;;2;;;;;
6420.02.800;A;;AG Müller;;2;;;;;
6420.02.801;A;;AG Müllel;;2;;;;;
6420.02.801;A;;AG Müller;;2;;;;;
6420.02.802;B;;B2G Müller;;2;;;;;
6420.02.803;C;;C2G Müller;;2;;;;;
6420.02.804;E;;EG Müller;;2;;;;;
6420.02.805;E;;EG Müllel;;2;;;;;
6420.02.805;E;;EG Müller;;2;;;;;
6420.02.806;F;;FG Müllel;;2;;;;;
6420.02.807;F;;FG Müllel;;2;;;;;
6420.02.807;F;;FG Müller;;2;;;;;
6420.02.820;A;;A2G Müllel;;2;;;;;
6420.02.821;A;;A2G Müllel;;2;;;;;
6420.02.821;A;;AG Müller;;2;;;;;
6420.02.822;A;;AG Müller;;2;;;;;
6420.02.823;A;;A2G Müller;;2;;;;;
6420.02.823;A;;AG Müllel;;2;;;;;
6420.02.831;B;;B2G Müllel;;2;;;;;
6420.02.831;B;;B2G Müller;;2;;;;;
6420.02.833;C;;C2G Müller;;2;;;;;
6420.02.848;A;;A2G Müllel;;2;;;;;
6420.02.848;A;;A2G Müllel;;2;;;;;
6420.02.849;E;;EG Müllel;;2;;;;;
6420.02.850;E;;EG Müller;;2;;;;;
6420.02.850;E;;EG Müllel;;2;;;;;
6420.02.850;E;;EG Müller;;2;;;;;
6420.02.850;E;;EG Müllel;;2;;;;;
6420.02.852;E;;EG Müller;;2;;;;;
6420.02.853;E;;EG Müllel;;2;;;;;
6420.02.854;E;;E2G Müllel;;2;;;;;
6420.02.854;E;;E2G Müllel;;2;;;;;
6420.02.854;E;;E2G Müllel;;2;;;;;
6420.02.855;F;;FG Müller;;2;;;;;
6420.02.855;F;;FG Müllel;;2;;;;;
6420.02.855;F;;FG Müller;;2;;;;;
6420.02.857;F;;FG Müller;;2;;;;;
6420.02.858;F;;FG Müllel;;2;;;;;
;;;G Mülle;;;;;;;
6420.03.001;A;Lager ;A2G Müller;;3;Style 2;;3;;
6420.03.400;A;Besprechungsraum 03.1;A2G Müller;;3;Style 1;400;;;
6420.03.403;A;Reinigung;A2G Müller;;3;Style 1;403;;;
6420.03.404;A;Allgemein-, Viszeral- und Transplantationschirurgie;Stellvertretungen;;3;Style 1;404;;;
6420.03.406;A;Besprechungsraum 03.2;A2G Müllel;;3;Style 1;406;;;
6420.03.406;A;Besprechungsraum 03.2;A2G Müller;;3;Style 1;406;;;
6420.03.500;E;AWT;EG Müllel;;3;Style 1;500;;;
6420.03.504;E;Urologie;Stationsärzte;;3;Style 1;504;;;
6420.03.505;E;Urologie;Stationsärzte;;3;Style 1;505;;;
6420.03.507;E;Station E3;Aufnahmezimmer;;3;Style 1;;B 1;;
6420.03.508;E;Station E3;Probase Arzt;;3;Style 1;;B 2;;
6420.03.510;E;Bettenaufbereitung;EG Müllel;;3;Style 1;510;;;
6420.03.514;E;WC Personal;Herren;;3;Style 3;514;;P_H;
6420.03.515;E;WC Personal;Damen;;3;Style 3;515;;P_D;
6420.03.516;E;Station E3;Patientenzimmer;;3;Style 2;;301;;
6420.03.516A;E;;EG Müller;;3;;;;;
6420.03.518;E;Station E3;Patientenzimmer;;3;Style 2;;302;;
6420.03.518A;E;;EG Müller;;3;;;;;
6420.03.519;E;Station E3;Patientenzimmer;;3;Style 2;;303;;
6420.03.519A;E;;EG Müller;;3;;;;;
6420.03.521;E;Station E3;Patientenzimmer;;3;Style 2;;304;;
6420.03.521A;E;;EG Müller;;3;;;;;
6420.03.522;E;Station E3;Patientenzimmer;;3;Style 2;;305;;
6420.03.522A;E;;EG Müller;;3;;;;;
6420.03.524;E;Station E3;Patientenzimmer;;3;Style 2;;306;;
6420.03.524A;E;;EG Müller;;3;;;;;
6420.03.525;E;Station E3;Patientenzimmer;;3;Style 2;;307;;
6420.03.525A;E;;EG Müller;;3;;;;;
6420.03.527;E;Station E3;Patientenzimmer;;3;Style 2;;308;;
6420.03.527A;E;;EG Müller;;3;;;;;
6420.03.528;E;Station E3;Patientenzimmer;;3;Style 2;;309;;
6420.03.528A;E;;EG Müller;;3;;;;;
6420.03.529;E;Station E3;Patientenzimmer;;3;Style 2;;310;;
6420.03.529A;E;;EG Müller;;3;;;;;
6420.03.531;E;Station E3;Patientenzimmer;;3;Style 2;;311;;
6420.03.531A;E;;EG Müller;;3;;;;;
6420.03.533;E;Urologie;Stelllv. Stationsleitung;;3;Style 1;533;;;
6420.03.535;E;Personal;EG Müllel;;3;Style 1;535;;;
6420.03.538;E;Station E3;Stützpunkt;;3;Style 1;538;;;
6420.03.538;E;Station E3;Stützpunkt;;3;Style 1;538;;;
6420.03.538A;E;;EG Müllel;;3;;;;;
6420.03.538B;E;;EG Müller;;3;;;;;
6420.03.540;E;Arbeitsraum rein;EG Müllel;;3;Style 1;540;;;
6420.03.540;E;Arbeitsraum rein;EG Müller;;3;Style 1;540;;;
6420.03.542;E;Arbeitsraum unrein;EG Müller;;3;Style 1;542;;;
6420.03.542;E;Arbeitsraum unrein;EG Müllel;;3;Style 1;542;;;
6420.03.544;E;Lager ;med. Bedarf;;3;Style 2;;1;;
6420.03.544;E;Lager ;med. Bedarf;;3;Style 2;;1;;
6420.03.546;E;Abstellraum;Geräte;;3;Style 2;;2;;
6420.03.546;E;Abstellraum;Geräte;;3;Style 2;;2;;
6420.03.548;E;Station E3;Patientenlounge;;3;Style 1;548;;;
6420.03.548;E;Station E3;Patientenlounge;;3;Style 1;548;;;
6420.03.550;E;WC;Barrierefrei;;3;Style 3;550;;P_B;P_B
6420.03.551;E;WC;Damen;;3;Style 3;551;;P_D;P_D
6420.03.552;E;WC;Herren;;3;Style 3;552;;P_H;P_H
6420.03.553;E;Station E3;Patientenzimmer;;3;Style 2;;312;;
6420.03.553A;E;;EG Müllel;;3;;;;;
6420.03.555;E;Station E3;Patientenzimmer;;3;Style 2;;313;;
6420.03.555A;E;;EG Müllel;;3;;;;;
6420.03.556;E;Station E3;Patientenzimmer;;3;Style 2;;314;;
6420.03.556A;E;;EG Müllel;;3;;;;;
6420.03.558;E;Station E3;Patientenzimmer;;3;Style 2;;315;;
6420.03.558A;E;;EG Müllel;;3;;;;;
6420.03.559;E;Station E3;Patientenzimmer;;3;Style 2;;316;;
6420.03.559A;E;;EG Müllel;;3;;;;;
6420.03.561;E;Station E3;Patientenzimmer;;3;Style 2;;317;;
6420.03.561A;E;;EG Müllel;;3;;;;;
6420.03.562;E;Station E3;Patientenzimmer;;3;Style 2;;318;;
6420.03.562A;E;;EG Müllel;;3;;;;;
6420.03.564;E;Station E3;Patientenzimmer;;3;Style 2;;319;;
6420.03.564A;E;;EG Müllel;;3;;;;;
6420.03.565;E;Station E3;Patientenzimmer;;3;Style 2;;320;;
6420.03.565A;E;;EG Müllel;;3;;;;;
6420.03.566;E;Station E3;Patientenzimmer;;3;Style 2;;321;;
6420.03.566A;E;;EG Müllel;;3;;;;;
6420.03.568;E;Station E3;Patientenzimmer;;3;Style 2;;322;;
6420.03.568A;E;;EG Müllel;;3;;;;;
6420.03.776;E;;EG Müller;;3;;;;;
6420.03.777;E;;EG Müller;;3;;;;;
6420.03.778;E;Technik;EDV;;3;Style 1;778;;;
6420.03.779;E;;EG Müllel;;3;;;;;
6420.03.780;E;;EG Müller;;3;;;;;
6420.03.781;E;;EG Müllel;;3;;;;;
6420.03.782;E;;EG Müllel;;3;;;;;
6420.03.785;E;;EG Müller;;3;;;;;
6420.03.804;E;;EG Müller;;3;;;;;
6420.03.805;E;;EG Müllel;;3;;;;;
6420.03.805;E;;EG Müller;;3;;;;;
6420.03.850;E;;EG Müller;;3;;;;;
6420.03.851;E;;EG Müllel;;3;;;;;
6420.03.850;E;;EG Müller;;3;;;;;
6420.03.850;E;;EG Müllel;;3;;;;;
6420.03.853;E;;EG Müller;;3;;;;;
6420.03.856;E;;EG Müllel;;3;;;;;
6420.03.600;F;Service;Küche;;3;Style 1;600;;;
6420.03.600;F;Service;Küche;;3;Style 1;600;;;
6420.03.604;F;Station F3;Behandlungszimmer;;3;Style 2;;B 1;;
6420.03.605;F;Station F3;Stationsärzte interdisziplinär;;3;Style 1;605;;;
6420.03.607;F;Station F3;Stationsärzte                           Allgemein-, Viszeral- und Transplantationschirurgie;;3;Style 1;607;;;
6420.03.608;F;Station F3;Stationsärzte                           Allgemein-, Viszeral- und Transplantationschirurgie;;3;Style 1;608;;;
6420.03.610;F;AWT;FG Müller;;3;Style 1;610;;;
6420.03.613;F;Reinigung;FG Müller;;3;Style 1;613;;;
6420.03.614;F;WC Personal;Herren;;3;Style 3;614;;P_H;
6420.03.615;F;WC Personal;Damen;;3;Style 3;615;;P_D;
6420.03.616;F;Station F3;Patientenzimmer;;3;Style 2;;331;;
6420.03.616A;F;;FG Müller;;3;;;;;
6420.03.618;F;Station F3;Patientenzimmer;;3;Style 2;;332;;
6420.03.618A;F;;FG Müller;;3;;;;;
6420.03.619;F;Station F3;Patientenzimmer;;3;Style 2;;333;;
6420.03.619A;F;;FG Müller;;3;;;;;
6420.03.621;F;Station F3;Patientenzimmer;;3;Style 2;;334;;
6420.03.621A;F;;FG Müller;;3;;;;;
6420.03.622;F;Station F3;Patientenzimmer;;3;Style 2;;335;;
6420.03.622A;F;;FG Müller;;3;;;;;
6420.03.624;F;Station F3;Patientenzimmer;;3;Style 2;;336;;
6420.03.624A;F;;FG Müller;;3;;;;;
6420.03.625;F;Station F3;Patientenzimmer;;3;Style 2;;337;;
6420.03.625A;F;;FG Müller;;3;;;;;
6420.03.627;F;Station F3;Patientenzimmer;;3;Style 2;;338;;
6420.03.627A;F;;FG Müller;;3;;;;;
6420.03.628;F;Station F3;Patientenzimmer;;3;Style 2;;339;;
6420.03.628A;F;;FG Müller;;3;;;;;
6420.03.629;F;Station F3;Patientenzimmer;;3;Style 2;;340;;
6420.03.629A;F;;FG Müller;;3;;;;;
6420.03.631;F;Station F3;Patientenzimmer;;3;Style 2;;341;;
6420.03.631A;F;;FG Müller;;3;;;;;
6420.03.633;F;Personal;FG Müller;;3;Style 1;633;;;
6420.03.635;F;Allg. Bereich;Dienstzimmer;;3;Style 1;635;;;
6420.03.637;F;;FG Müller;;3;;;;;
6420.03.637;F;Station F3;Stützpunkt;;3;Style 1;637;;;
6420.03.638;F;Station F3;Stützpunkt;;3;Style 1;638;;;
6420.03.640;F;Arbeitsraum rein;FG Müller;;3;Style 1;640;;;
6420.03.640;F;Arbeitsraum rein;FG Müllel;;3;Style 1;640;;;
6420.03.642;F;Arbeitsraum unrein;FG Müller;;3;Style 1;642;;;
6420.03.642;F;Arbeitsraum unrein;FG Müllel;;3;Style 1;642;;;
6420.03.644;F;Lager ;med. Bedarf;;3;Style 2;;2;;
6420.03.644;F;Lager ;med. Bedarf;;3;Style 2;;2;;
6420.03.646;F;Abstellraum;Geräte;;3;Style 2;;3;;
6420.03.646;F;Abstellraum;Geräte;;3;Style 2;;3;;
6420.03.648;F;Teeküche;FG Müllel;;3;Style 1;648;;;
6420.03.648;F;Teeküche;FG Müller;;3;Style 1;648;;;
6420.03.651;F;WC;Damen;;3;Style 3;651;;P_D;P_D
6420.03.652;F;WC;Herren;;3;Style 3;652;;P_H;P_H
6420.03.653;F;Station F3;Patientenzimmer;;3;Style 2;;342;;
6420.03.653A;F;;FG Müllel;;3;;;;;
6420.03.655;F;Station F3;Patientenzimmer;;3;Style 2;;343;;
6420.03.655A;F;;FG Müllel;;3;;;;;
6420.03.656;F;Station F3;Patientenzimmer;;3;Style 2;;344;;
6420.03.656A;F;;FG Müllel;;3;;;;;
6420.03.658;F;Station F3;Patientenzimmer;;3;Style 2;;345;;
6420.03.658A;F;;FG Müllel;;3;;;;;
6420.03.659;F;Station F3;Patientenzimmer;;3;Style 2;;346;;
6420.03.659A;F;;FG Müllel;;3;;;;;
6420.03.661;F;Station F3;Patientenzimmer;;3;Style 2;;347;;
6420.03.661A;F;;FG Müllel;;3;;;;;
6420.03.662;F;Station F3;Patientenzimmer;;3;Style 2;;348;;
6420.03.662A;F;;FG Müllel;;3;;;;;
6420.03.664;F;Station F3;Patientenzimmer;;3;Style 2;;349;;
6420.03.664A;F;;FG Müllel;;3;;;;;
6420.03.665;F;Station F3;Patientenzimmer;;3;Style 2;;350;;
6420.03.665A;F;;FG Müllel;;3;;;;;
6420.03.666;F;Station F3;Patientenzimmer;;3;Style 2;;351;;
6420.03.666A;F;;FG Müllel;;3;;;;;
6420.03.668;F;Station F3;Patientenzimmer;;3;Style 2;;351;;
6420.03.668;F;;FG Müllel;;3;;;;;
6420.03.668A;F;;FG Müllel;;3;;;;;
6420.03.710;A;Technik;AV;;3;Style 1;710;;;
6420.03.710A;A;;A2G Müllel;;3;;;;;
6420.03.712;A;Technik;TGA;;3;Style 1;712;;;
6420.03.715;A;Technik;FL;;3;Style 1;715;;;
6420.03.716;A;;AG Müller;;3;;;;;
6420.03.717;A;;AG Müller;;3;;;;;
6420.03.720;A;;AG Müllel;;3;;;;;
6420.03.767;A;;A2G Müller;;3;;;;;
6420.03.768;A;Technik;TGA;;3;Style 1;768;;;
6420.03.787;F;Technik;FG Müller;;3;Style 1;787;;;
6420.03.788;F;;FG Müller;;3;;;;;
6420.03.789;F;Technik;TGA;;3;Style 1;789;;;
6420.03.790;F;;FG Müller;;3;;;;;
6420.03.791;F;;FG Müllel;;3;;;;;
6420.03.792;F;;FG Müllel;;3;;;;;
6420.03.795;F;;FG Müllel;;3;;;;;
6420.03.798;F;Technik;EDV;;3;Style 1;798;;;
6420.03.800;A;;AG Müllel;;3;;;;;
6420.03.806;F;;FG Müllel;;3;;;;;
6420.03.807;F;;FG Müllel;;3;;;;;
6420.03.807;F;;FG Müller;;3;;;;;
6420.03.820;A;;AG Müller;;3;;;;;
6420.03.820;A;;AG Müllel;;3;;;;;
6420.03.848;A;;A2G Müllel;;3;;;;;
6420.03.848;A;;A2G Müllel;;3;;;;;
6420.03.820;A;;AG Müllel;;3;;;;;
6420.03.857;E;;E2G Müllel;;3;;;;;
6420.03.857;E;;E2G Müller;;3;;;;;
6420.03.858;F;;FG Müller;;3;;;;;
6420.03.858;F;;FG Müllel;;3;;;;;
6420.03.858;F;;FG Müller;;3;;;;;
6420.03.860;F;;FG Müller;;3;;;;;
6420.03.861;F;;FG Müller;;3;;;;;
;;;G Mülle;;;;;;;
6420.04.710;A;Technik;Aufzugsmasch;;4;Style 1;710;;;
6420.04.711;A;Technik;Aufzugsmasch;;4;Style 1;711;;;
6420.04.712;A;Lager;HLP;;4;Style 1;712;;;
6420.04.784;E;;EG Müllel;;4;;;;;
6420.04.796;F;;FG Müller;;4;;;;;
6420.04.713;A;;AG Müller;;4;;;;;
6420.04.713;A;;AG Müllel;;4;;;;;
6420.04.800;A;;AG Müller;;4;;;;;
6420.04.820;A1;;A1G Müller;;4;;;;;
6420.04.813;A;Technik;A2G Müllel;;4;Style 1;813;;;
6420.04.808;E1;Treppenhaus (wetterfeste Beschriftung);E1G Müller;;4;Style 1;808;;;
6420.04.814;E;Technik;E2G Müllel;;4;Style 1;814;;;
6420.04.720;E;Technik;Lüftung Küche;;4;Style 1;720;;;
